chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
Hilton;Hilton City Inn;City Inn description;info435@hotel.com;Ukraine;Dnipro;Shevchenka;86;Double;4;280;118;2024-11-15;2024-11-18;checked-in;5;Good hotel;2024-11-15
Marriott;Marriott Sea View;Sea View description;info436@hotel.com;Ukraine;Lviv;Shevchenka;80;Suite;3;246;235;2024-03-07;2024-03-12;checked-in;2;Good hotel;2024-03-07
Hilton;Hilton Mountain Resort;Mountain Resort description;info437@hotel.com;Ukraine;Kyiv;Shevchenka;2;Suite;4;54;464;2024-12-12;2024-12-18;checked-in;1;Good hotel;2024-12-12
Marriott;Marriott City Inn;City Inn description;info438@hotel.com;Ukraine;Kyiv;Shevchenka;71;Suite;3;77;186;2024-01-09;2024-01-15;confirmed;1;Good hotel;2024-01-09
Radisson;Radisson Mountain Resort;Mountain Resort description;info439@hotel.com;Ukraine;Odesa;Shevchenka;13;Double;1;250;120;2024-03-30;2024-04-04;confirmed;4;Good hotel;2024-03-30
Hilton;Hilton City Inn;City Inn description;info440@hotel.com;Ukraine;Lviv;Shevchenka;61;Double;1;64;115;2024-07-16;2024-07-20;confirmed;3;Good hotel;2024-07-16
Accor;Accor City Inn;City Inn description;info441@hotel.com;Ukraine;Dnipro;Shevchenka;87;Single;4;215;199;2024-02-04;2024-02-08;pending;1;Good hotel;2024-02-04
Hilton;Hilton Grand Hotel;Grand Hotel description;info442@hotel.com;Ukraine;Odesa;Shevchenka;11;Single;4;124;39;2024-08-25;2024-09-01;checked-in;3;Good hotel;2024-08-25
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info443@hotel.com;Ukraine;Dnipro;Shevchenka;28;Suite;2;117;314;2024-12-09;2024-12-11;pending;5;Good hotel;2024-12-09
Accor;Accor Grand Hotel;Grand Hotel description;info444@hotel.com;Ukraine;Odesa;Shevchenka;92;Double;2;106;469;2024-06-18;2024-06-20;pending;5;Good hotel;2024-06-18
Marriott;Marriott Mountain Resort;Mountain Resort description;info445@hotel.com;Ukraine;Dnipro;Shevchenka;33;Single;2;75;361;2024-04-27;2024-05-03;confirmed;2;Good hotel;2024-04-27
Hilton;Hilton Grand Hotel;Grand Hotel description;info446@hotel.com;Ukraine;Dnipro;Shevchenka;60;Double;2;144;114;2024-08-12;2024-08-18;checked-out;1;Good hotel;2024-08-12
Accor;Accor Sea View;Sea View description;info447@hotel.com;Ukraine;Dnipro;Shevchenka;42;Double;4;271;194;2024-08-09;2024-08-15;confirmed;4;Good hotel;2024-08-09
Radisson;Radisson City Inn;City Inn description;info448@hotel.com;Ukraine;Dnipro;Shevchenka;28;Single;1;279;215;2024-11-29;2024-12-03;pending;2;Good hotel;2024-11-29
Radisson;Radisson Mountain Resort;Mountain Resort description;info449@hotel.com;Ukraine;Dnipro;Shevchenka;36;Single;2;96;280;2024-02-14;2024-02-18;checked-in;4;Good hotel;2024-02-14
Hilton;Hilton Mountain Resort;Mountain Resort description;info450@hotel.com;Ukraine;Odesa;Shevchenka;64;Double;4;73;109;2024-05-28;2024-06-03;checked-out;3;Good hotel;2024-05-28
Radisson;Radisson Grand Hotel;Grand Hotel description;info451@hotel.com;Ukraine;Odesa;Shevchenka;100;Double;3;188;277;2024-10-26;2024-11-02;checked-out;1;Good hotel;2024-10-26
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info452@hotel.com;Ukraine;Kyiv;Shevchenka;26;Double;2;76;132;2024-08-15;2024-08-18;checked-in;4;Good hotel;2024-08-15
Accor;Accor Grand Hotel;Grand Hotel description;info453@hotel.com;Ukraine;Dnipro;Shevchenka;64;Double;3;50;348;2024-05-19;2024-05-21;checked-out;4;Good hotel;2024-05-19
Hilton;Hilton Mountain Resort;Mountain Resort description;info454@hotel.com;Ukraine;Kyiv;Shevchenka;61;Single;4;76;200;2024-03-26;2024-03-30;confirmed;1;Good hotel;2024-03-26
Radisson;Radisson Mountain Resort;Mountain Resort description;info455@hotel.com;Ukraine;Lviv;Shevchenka;89;Single;3;116;76;2024-07-06;2024-07-11;checked-out;2;Good hotel;2024-07-06
Radisson;Radisson City Inn;City Inn description;info456@hotel.com;Ukraine;Kyiv;Shevchenka;14;Suite;3;196;118;2024-07-10;2024-07-15;checked-out;1;Good hotel;2024-07-10
Marriott;Marriott Grand Hotel;Grand Hotel description;info457@hotel.com;Ukraine;Kyiv;Shevchenka;20;Suite;4;134;152;2024-02-22;2024-02-28;checked-in;4;Good hotel;2024-02-22
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info458@hotel.com;Ukraine;Kyiv;Shevchenka;88;Single;4;116;482;2024-07-19;2024-07-20;checked-in;1;Good hotel;2024-07-19
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info459@hotel.com;Ukraine;Lviv;Shevchenka;11;Single;3;250;273;2024-11-19;2024-11-20;pending;4;Good hotel;2024-11-19
Hilton;Hilton Mountain Resort;Mountain Resort description;info460@hotel.com;Ukraine;Lviv;Shevchenka;33;Double;4;79;50;2024-04-18;2024-04-25;checked-in;1;Good hotel;2024-04-18
Radisson;Radisson City Inn;City Inn description;info461@hotel.com;Ukraine;Odesa;Shevchenka;43;Single;1;106;115;2024-11-29;2024-12-02;checked-in;1;Good hotel;2024-11-29
Marriott;Marriott Grand Hotel;Grand Hotel description;info462@hotel.com;Ukraine;Odesa;Shevchenka;87;Single;4;131;193;2024-12-20;2024-12-22;pending;4;Good hotel;2024-12-20
Marriott;Marriott Mountain Resort;Mountain Resort description;info463@hotel.com;Ukraine;Lviv;Shevchenka;79;Double;2;153;164;2024-03-31;2024-04-07;pending;1;Good hotel;2024-03-31
Hyatt;Hyatt Sea View;Sea View description;info464@hotel.com;Ukraine;Odesa;Shevchenka;18;Suite;1;132;81;2024-05-26;2024-05-31;pending;1;Good hotel;2024-05-26
Hilton;Hilton Sea View;Sea View description;info465@hotel.com;Ukraine;Kyiv;Shevchenka;23;Single;1;273;129;2024-09-14;2024-09-17;checked-out;5;Good hotel;2024-09-14
Hilton;Hilton Sea View;Sea View description;info466@hotel.com;Ukraine;Odesa;Shevchenka;3;Double;3;260;230;2024-10-20;2024-10-22;checked-out;2;Good hotel;2024-10-20
Radisson;Radisson Grand Hotel;Grand Hotel description;info467@hotel.com;Ukraine;Dnipro;Shevchenka;47;Suite;1;253;104;2024-01-11;2024-01-12;checked-in;5;Good hotel;2024-01-11
Accor;Accor Sea View;Sea View description;info468@hotel.com;Ukraine;Lviv;Shevchenka;97;Suite;4;192;273;2024-06-25;2024-06-30;pending;1;Good hotel;2024-06-25
Marriott;Marriott Grand Hotel;Grand Hotel description;info469@hotel.com;Ukraine;Kyiv;Shevchenka;28;Suite;1;241;140;2024-05-11;2024-05-18;checked-out;5;Good hotel;2024-05-11
Accor;Accor Sea View;Sea View description;info470@hotel.com;Ukraine;Odesa;Shevchenka;54;Single;2;141;280;2024-05-11;2024-05-15;pending;4;Good hotel;2024-05-11
Accor;Accor Mountain Resort;Mountain Resort description;info471@hotel.com;Ukraine;Dnipro;Shevchenka;99;Suite;2;70;45;2024-04-27;2024-04-28;pending;4;Good hotel;2024-04-27
Marriott;Marriott Grand Hotel;Grand Hotel description;info472@hotel.com;Ukraine;Dnipro;Shevchenka;87;Single;2;88;368;2024-04-08;2024-04-10;confirmed;1;Good hotel;2024-04-08
Accor;Accor Grand Hotel;Grand Hotel description;info473@hotel.com;Ukraine;Odesa;Shevchenka;16;Suite;4;164;32;2024-03-20;2024-03-21;checked-out;1;Good hotel;2024-03-20
Accor;Accor Mountain Resort;Mountain Resort description;info474@hotel.com;Ukraine;Dnipro;Shevchenka;6;Suite;1;293;23;2024-04-19;2024-04-21;pending;4;Good hotel;2024-04-19
Marriott;Marriott Mountain Resort;Mountain Resort description;info475@hotel.com;Ukraine;Lviv;Shevchenka;51;Suite;1;216;96;2024-11-30;2024-12-04;confirmed;5;Good hotel;2024-11-30
Radisson;Radisson Sea View;Sea View description;info476@hotel.com;Ukraine;Odesa;Shevchenka;71;Suite;1;82;350;2024-12-08;2024-12-13;checked-in;4;Good hotel;2024-12-08
Accor;Accor Mountain Resort;Mountain Resort description;info477@hotel.com;Ukraine;Kyiv;Shevchenka;21;Double;3;130;354;2024-02-02;2024-02-09;confirmed;4;Good hotel;2024-02-02
Accor;Accor Mountain Resort;Mountain Resort description;info478@hotel.com;Ukraine;Lviv;Shevchenka;75;Double;1;208;50;2024-10-12;2024-10-19;confirmed;4;Good hotel;2024-10-12
Radisson;Radisson Mountain Resort;Mountain Resort description;info479@hotel.com;Ukraine;Odesa;Shevchenka;92;Single;1;183;99;2024-08-27;2024-09-01;pending;3;Good hotel;2024-08-27
Accor;Accor Mountain Resort;Mountain Resort description;info480@hotel.com;Ukraine;Lviv;Shevchenka;17;Single;1;157;463;2024-12-31;2025-01-05;checked-out;1;Good hotel;2024-12-31
Radisson;Radisson Sea View;Sea View description;info481@hotel.com;Ukraine;Odesa;Shevchenka;27;Single;1;144;393;2024-04-06;2024-04-09;confirmed;4;Good hotel;2024-04-06
Marriott;Marriott City Inn;City Inn description;info482@hotel.com;Ukraine;Lviv;Shevchenka;83;Double;2;236;398;2024-03-15;2024-03-17;confirmed;1;Good hotel;2024-03-15
Hyatt;Hyatt City Inn;City Inn description;info483@hotel.com;Ukraine;Dnipro;Shevchenka;66;Single;1;152;60;2024-07-24;2024-07-30;checked-in;5;Good hotel;2024-07-24
Marriott;Marriott Mountain Resort;Mountain Resort description;info484@hotel.com;Ukraine;Kyiv;Shevchenka;9;Single;1;240;345;2024-06-14;2024-06-15;confirmed;3;Good hotel;2024-06-14
Marriott;Marriott Mountain Resort;Mountain Resort description;info485@hotel.com;Ukraine;Odesa;Shevchenka;50;Single;1;223;270;2024-12-22;2024-12-23;checked-in;4;Good hotel;2024-12-22
Hilton;Hilton Mountain Resort;Mountain Resort description;info486@hotel.com;Ukraine;Lviv;Shevchenka;13;Double;4;262;58;2024-03-14;2024-03-20;checked-in;3;Good hotel;2024-03-14
Marriott;Marriott Mountain Resort;Mountain Resort description;info487@hotel.com;Ukraine;Dnipro;Shevchenka;87;Suite;4;168;232;2024-10-20;2024-10-23;checked-out;3;Good hotel;2024-10-20
Accor;Accor Mountain Resort;Mountain Resort description;info488@hotel.com;Ukraine;Odesa;Shevchenka;52;Suite;1;102;422;2024-11-17;2024-11-20;pending;5;Good hotel;2024-11-17
Marriott;Marriott Mountain Resort;Mountain Resort description;info489@hotel.com;Ukraine;Odesa;Shevchenka;57;Single;4;258;477;2024-10-03;2024-10-05;checked-out;4;Good hotel;2024-10-03
Hilton;Hilton Sea View;Sea View description;info490@hotel.com;Ukraine;Lviv;Shevchenka;52;Single;1;218;186;2024-05-30;2024-06-05;pending;4;Good hotel;2024-05-30
Hilton;Hilton City Inn;City Inn description;info491@hotel.com;Ukraine;Lviv;Shevchenka;77;Single;4;260;28;2024-03-29;2024-04-02;checked-in;2;Good hotel;2024-03-29
Hilton;Hilton City Inn;City Inn description;info492@hotel.com;Ukraine;Lviv;Shevchenka;100;Single;3;76;240;2024-02-04;2024-02-11;pending;5;Good hotel;2024-02-04
Marriott;Marriott Grand Hotel;Grand Hotel description;info493@hotel.com;Ukraine;Dnipro;Shevchenka;79;Suite;1;267;366;2024-05-15;2024-05-20;confirmed;2;Good hotel;2024-05-15
Hilton;Hilton Mountain Resort;Mountain Resort description;info494@hotel.com;Ukraine;Odesa;Shevchenka;64;Single;4;194;385;2024-07-08;2024-07-15;checked-out;2;Good hotel;2024-07-08
Hilton;Hilton Mountain Resort;Mountain Resort description;info495@hotel.com;Ukraine;Dnipro;Shevchenka;74;Single;4;72;190;2024-07-11;2024-07-13;checked-in;4;Good hotel;2024-07-11
Marriott;Marriott Mountain Resort;Mountain Resort description;info496@hotel.com;Ukraine;Dnipro;Shevchenka;49;Double;2;242;471;2024-01-13;2024-01-16;confirmed;2;Good hotel;2024-01-13
Accor;Accor Grand Hotel;Grand Hotel description;info497@hotel.com;Ukraine;Kyiv;Shevchenka;36;Suite;1;178;266;2024-09-24;2024-09-26;pending;5;Good hotel;2024-09-24
Radisson;Radisson Mountain Resort;Mountain Resort description;info498@hotel.com;Ukraine;Lviv;Shevchenka;93;Suite;3;63;254;2024-04-17;2024-04-21;checked-in;1;Good hotel;2024-04-17
Hilton;Hilton Mountain Resort;Mountain Resort description;info499@hotel.com;Ukraine;Kyiv;Shevchenka;53;Single;3;106;112;2024-06-04;2024-06-11;checked-in;1;Good hotel;2024-06-04
Accor;Accor Sea View;Sea View description;info500@hotel.com;Ukraine;Dnipro;Shevchenka;16;Suite;2;71;86;2024-06-25;2024-06-28;confirmed;1;Good hotel;2024-06-25
Marriott;Marriott Mountain Resort;Mountain Resort description;info501@hotel.com;Ukraine;Odesa;Shevchenka;22;Single;3;67;11;2024-07-26;2024-07-29;checked-out;3;Good hotel;2024-07-26
Hilton;Hilton Grand Hotel;Grand Hotel description;info502@hotel.com;Ukraine;Odesa;Shevchenka;10;Suite;3;274;192;2024-06-11;2024-06-16;confirmed;4;Good hotel;2024-06-11
Hilton;Hilton City Inn;City Inn description;info503@hotel.com;Ukraine;Kyiv;Shevchenka;69;Single;2;142;419;2024-07-01;2024-07-02;checked-in;5;Good hotel;2024-07-01
Radisson;Radisson Sea View;Sea View description;info504@hotel.com;Ukraine;Dnipro;Shevchenka;80;Suite;3;287;349;2024-11-01;2024-11-08;checked-out;3;Good hotel;2024-11-01
Radisson;Radisson Sea View;Sea View description;info505@hotel.com;Ukraine;Lviv;Shevchenka;79;Suite;3;275;153;2024-11-03;2024-11-10;pending;3;Good hotel;2024-11-03
Hyatt;Hyatt Sea View;Sea View description;info506@hotel.com;Ukraine;Odesa;Shevchenka;70;Single;1;267;138;2024-04-01;2024-04-06;pending;2;Good hotel;2024-04-01
Accor;Accor Mountain Resort;Mountain Resort description;info507@hotel.com;Ukraine;Dnipro;Shevchenka;33;Suite;3;262;319;2024-09-04;2024-09-08;pending;1;Good hotel;2024-09-04
Accor;Accor Mountain Resort;Mountain Resort description;info508@hotel.com;Ukraine;Odesa;Shevchenka;54;Single;2;267;396;2024-04-17;2024-04-18;checked-in;2;Good hotel;2024-04-17
Accor;Accor Sea View;Sea View description;info509@hotel.com;Ukraine;Dnipro;Shevchenka;59;Double;4;276;169;2024-10-06;2024-10-09;checked-in;5;Good hotel;2024-10-06
Hyatt;Hyatt City Inn;City Inn description;info510@hotel.com;Ukraine;Dnipro;Shevchenka;82;Suite;4;119;476;2024-03-15;2024-03-19;checked-in;1;Good hotel;2024-03-15
Radisson;Radisson Sea View;Sea View description;info511@hotel.com;Ukraine;Odesa;Shevchenka;79;Suite;1;227;401;2024-02-19;2024-02-25;checked-in;2;Good hotel;2024-02-19
Hilton;Hilton City Inn;City Inn description;info512@hotel.com;Ukraine;Dnipro;Shevchenka;48;Suite;3;124;64;2024-02-14;2024-02-20;pending;2;Good hotel;2024-02-14
Accor;Accor Mountain Resort;Mountain Resort description;info513@hotel.com;Ukraine;Lviv;Shevchenka;14;Suite;4;244;337;2024-05-29;2024-06-05;confirmed;3;Good hotel;2024-05-29
Marriott;Marriott Grand Hotel;Grand Hotel description;info514@hotel.com;Ukraine;Dnipro;Shevchenka;5;Single;2;218;452;2024-06-23;2024-06-24;pending;2;Good hotel;2024-06-23
Hyatt;Hyatt Sea View;Sea View description;info515@hotel.com;Ukraine;Kyiv;Shevchenka;77;Single;3;232;175;2024-12-14;2024-12-17;checked-out;5;Good hotel;2024-12-14
Hyatt;Hyatt City Inn;City Inn description;info516@hotel.com;Ukraine;Dnipro;Shevchenka;80;Single;2;217;452;2024-05-07;2024-05-10;checked-out;2;Good hotel;2024-05-07
Accor;Accor Grand Hotel;Grand Hotel description;info517@hotel.com;Ukraine;Dnipro;Shevchenka;32;Suite;4;168;117;2024-06-06;2024-06-13;confirmed;5;Good hotel;2024-06-06
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info518@hotel.com;Ukraine;Lviv;Shevchenka;30;Suite;4;126;44;2024-09-16;2024-09-21;confirmed;4;Good hotel;2024-09-16
Hilton;Hilton City Inn;City Inn description;info519@hotel.com;Ukraine;Kyiv;Shevchenka;88;Single;3;159;472;2024-05-20;2024-05-24;confirmed;3;Good hotel;2024-05-20
Radisson;Radisson Grand Hotel;Grand Hotel description;info520@hotel.com;Ukraine;Dnipro;Shevchenka;79;Double;1;177;61;2024-07-30;2024-08-03;confirmed;5;Good hotel;2024-07-30
Radisson;Radisson Sea View;Sea View description;info521@hotel.com;Ukraine;Kyiv;Shevchenka;19;Suite;3;148;47;2024-02-13;2024-02-14;checked-in;4;Good hotel;2024-02-13
Radisson;Radisson Mountain Resort;Mountain Resort description;info522@hotel.com;Ukraine;Dnipro;Shevchenka;64;Single;1;118;281;2024-07-10;2024-07-11;checked-out;5;Good hotel;2024-07-10
Hilton;Hilton City Inn;City Inn description;info523@hotel.com;Ukraine;Lviv;Shevchenka;27;Single;2;170;297;2024-06-22;2024-06-24;checked-in;3;Good hotel;2024-06-22
Marriott;Marriott City Inn;City Inn description;info524@hotel.com;Ukraine;Dnipro;Shevchenka;62;Double;4;114;220;2024-12-21;2024-12-25;checked-in;4;Good hotel;2024-12-21
Accor;Accor Sea View;Sea View description;info525@hotel.com;Ukraine;Dnipro;Shevchenka;31;Single;1;266;153;2024-02-13;2024-02-19;pending;2;Good hotel;2024-02-13
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info526@hotel.com;Ukraine;Dnipro;Shevchenka;58;Single;3;153;161;2024-03-07;2024-03-10;checked-in;4;Good hotel;2024-03-07
Hyatt;Hyatt City Inn;City Inn description;info527@hotel.com;Ukraine;Dnipro;Shevchenka;67;Single;4;106;119;2024-05-04;2024-05-11;checked-out;1;Good hotel;2024-05-04
Hilton;Hilton City Inn;City Inn description;info528@hotel.com;Ukraine;Kyiv;Shevchenka;83;Single;2;167;315;2024-10-26;2024-10-29;checked-in;3;Good hotel;2024-10-26
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info529@hotel.com;Ukraine;Odesa;Shevchenka;40;Single;1;73;134;2024-04-03;2024-04-10;checked-in;4;Good hotel;2024-04-03
Radisson;Radisson Mountain Resort;Mountain Resort description;info530@hotel.com;Ukraine;Odesa;Shevchenka;62;Double;1;204;57;2024-03-16;2024-03-18;checked-in;2;Good hotel;2024-03-16
Radisson;Radisson Sea View;Sea View description;info531@hotel.com;Ukraine;Dnipro;Shevchenka;69;Suite;1;72;19;2024-04-13;2024-04-18;confirmed;2;Good hotel;2024-04-13
Radisson;Radisson Mountain Resort;Mountain Resort description;info532@hotel.com;Ukraine;Odesa;Shevchenka;27;Suite;3;107;494;2024-05-05;2024-05-06;checked-out;2;Good hotel;2024-05-05
Radisson;Radisson City Inn;City Inn description;info533@hotel.com;Ukraine;Dnipro;Shevchenka;5;Double;2;223;255;2024-09-27;2024-10-01;pending;3;Good hotel;2024-09-27
Marriott;Marriott Grand Hotel;Grand Hotel description;info534@hotel.com;Ukraine;Lviv;Shevchenka;35;Double;1;99;207;2024-08-17;2024-08-20;confirmed;5;Good hotel;2024-08-17
Accor;Accor City Inn;City Inn description;info535@hotel.com;Ukraine;Lviv;Shevchenka;97;Double;2;194;368;2024-11-03;2024-11-07;pending;5;Good hotel;2024-11-03
Marriott;Marriott Mountain Resort;Mountain Resort description;info536@hotel.com;Ukraine;Odesa;Shevchenka;70;Double;1;95;2;2024-12-10;2024-12-15;pending;3;Good hotel;2024-12-10
Accor;Accor City Inn;City Inn description;info537@hotel.com;Ukraine;Kyiv;Shevchenka;32;Single;1;110;402;2024-09-18;2024-09-21;confirmed;4;Good hotel;2024-09-18
Radisson;Radisson City Inn;City Inn description;info538@hotel.com;Ukraine;Dnipro;Shevchenka;79;Suite;4;282;183;2024-08-19;2024-08-26;checked-out;1;Good hotel;2024-08-19
Radisson;Radisson Grand Hotel;Grand Hotel description;info539@hotel.com;Ukraine;Dnipro;Shevchenka;5;Suite;2;266;93;2024-07-13;2024-07-18;checked-out;1;Good hotel;2024-07-13
Radisson;Radisson Grand Hotel;Grand Hotel description;info540@hotel.com;Ukraine;Kyiv;Shevchenka;12;Single;3;171;481;2024-03-01;2024-03-05;checked-out;1;Good hotel;2024-03-01
Marriott;Marriott Sea View;Sea View description;info541@hotel.com;Ukraine;Lviv;Shevchenka;31;Single;3;179;372;2024-04-16;2024-04-23;confirmed;4;Good hotel;2024-04-16
Marriott;Marriott Sea View;Sea View description;info542@hotel.com;Ukraine;Odesa;Shevchenka;24;Suite;3;127;161;2024-10-02;2024-10-06;confirmed;5;Good hotel;2024-10-02
Accor;Accor Mountain Resort;Mountain Resort description;info543@hotel.com;Ukraine;Kyiv;Shevchenka;54;Single;4;121;54;2024-08-13;2024-08-16;checked-out;4;Good hotel;2024-08-13
Radisson;Radisson City Inn;City Inn description;info544@hotel.com;Ukraine;Dnipro;Shevchenka;33;Single;2;60;221;2024-06-03;2024-06-06;pending;5;Good hotel;2024-06-03
Radisson;Radisson City Inn;City Inn description;info545@hotel.com;Ukraine;Odesa;Shevchenka;55;Suite;1;277;136;2024-12-07;2024-12-11;confirmed;5;Good hotel;2024-12-07
Hilton;Hilton Mountain Resort;Mountain Resort description;info546@hotel.com;Ukraine;Lviv;Shevchenka;14;Single;4;223;200;2024-04-05;2024-04-06;confirmed;2;Good hotel;2024-04-05
Hilton;Hilton Sea View;Sea View description;info547@hotel.com;Ukraine;Odesa;Shevchenka;1;Double;1;298;341;2024-02-22;2024-02-24;confirmed;3;Good hotel;2024-02-22
Marriott;Marriott Sea View;Sea View description;info548@hotel.com;Ukraine;Odesa;Shevchenka;94;Suite;3;150;60;2024-10-07;2024-10-14;confirmed;1;Good hotel;2024-10-07
Radisson;Radisson City Inn;City Inn description;info549@hotel.com;Ukraine;Odesa;Shevchenka;66;Single;1;257;316;2024-12-06;2024-12-07;pending;2;Good hotel;2024-12-06
Hilton;Hilton Sea View;Sea View description;info550@hotel.com;Ukraine;Dnipro;Shevchenka;92;Double;1;239;111;2024-08-25;2024-09-01;confirmed;1;Good hotel;2024-08-25
Marriott;Marriott Grand Hotel;Grand Hotel description;info551@hotel.com;Ukraine;Dnipro;Shevchenka;57;Suite;1;162;66;2024-11-14;2024-11-21;pending;2;Good hotel;2024-11-14
Marriott;Marriott City Inn;City Inn description;info552@hotel.com;Ukraine;Odesa;Shevchenka;67;Double;4;187;316;2024-05-04;2024-05-09;checked-in;4;Good hotel;2024-05-04
Radisson;Radisson City Inn;City Inn description;info553@hotel.com;Ukraine;Lviv;Shevchenka;30;Single;2;238;360;2024-12-13;2024-12-14;checked-out;3;Good hotel;2024-12-13
Hyatt;Hyatt Mountain Resort;Mountain Resort description;info554@hotel.com;Ukraine;Dnipro;Shevchenka;10;Single;2;56;234;2024-05-28;2024-06-03;pending;4;Good hotel;2024-05-28
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info555@hotel.com;Ukraine;Dnipro;Shevchenka;30;Double;1;158;408;2024-09-05;2024-09-06;checked-out;3;Good hotel;2024-09-05
Hilton;Hilton Mountain Resort;Mountain Resort description;info556@hotel.com;Ukraine;Dnipro;Shevchenka;9;Suite;3;259;312;2024-02-05;2024-02-08;confirmed;4;Good hotel;2024-02-05
Hyatt;Hyatt City Inn;City Inn description;info557@hotel.com;Ukraine;Odesa;Shevchenka;17;Suite;4;195;206;2024-09-07;2024-09-14;confirmed;1;Good hotel;2024-09-07
Hyatt;Hyatt Grand Hotel;Grand Hotel description;info558@hotel.com;Ukraine;Dnipro;Shevchenka;26;Suite;4;82;391;2024-05-12;2024-05-19;checked-in;5;Good hotel;2024-05-12
Radisson;Radisson Mountain Resort;Mountain Resort description;info559@hotel.com;Ukraine;Kyiv;Shevchenka;24;Double;3;170;339;2024-02-28;2024-03-02;checked-in;3;Good hotel;2024-02-28
Marriott;Marriott Mountain Resort;Mountain Resort description;info560@hotel.com;Ukraine;Odesa;Shevchenka;2;Single;1;294;156;2024-12-15;2024-12-18;pending;2;Good hotel;2024-12-15
Marriott;Marriott Grand Hotel;Grand Hotel description;info561@hotel.com;Ukraine;Kyiv;Shevchenka;45;Suite;4;281;17;2024-10-28;2024-11-04;pending;2;Good hotel;2024-10-28
Marriott;Marriott City Inn;City Inn description;info562@hotel.com;Ukraine;Kyiv;Shevchenka;83;Single;4;92;54;2024-10-14;2024-10-19;confirmed;5;Good hotel;2024-10-14
Marriott;Marriott Grand Hotel;Grand Hotel description;info563@hotel.com;Ukraine;Kyiv;Shevchenka;71;Single;3;93;348;2024-12-03;2024-12-10;checked-out;1;Good hotel;2024-12-03
Accor;Accor Sea View;Sea View description;info564@hotel.com;Ukraine;Dnipro;Shevchenka;59;Double;1;99;105;2024-08-24;2024-08-26;pending;2;Good hotel;2024-08-24
Radisson;Radisson Mountain Resort;Mountain Resort description;info565@hotel.com;Ukraine;Lviv;Shevchenka;86;Single;1;287;469;2024-04-03;2024-04-10;confirmed;5;Good hotel;2024-04-03
Accor;Accor Sea View;Sea View description;info566@hotel.com;Ukraine;Dnipro;Shevchenka;55;Suite;3;239;39;2024-07-25;2024-07-28;checked-out;5;Good hotel;2024-07-25
Hyatt;Hyatt City Inn;City Inn description;info567@hotel.com;Ukraine;Lviv;Shevchenka;21;Single;3;186;432;2024-02-19;2024-02-23;pending;4;Good hotel;2024-02-19
Hilton;Hilton City Inn;City Inn description;info568@hotel.com;Ukraine;Lviv;Shevchenka;49;Single;2;252;54;2024-10-03;2024-10-05;checked-out;4;Good hotel;2024-10-03
Radisson;Radisson Mountain Resort;Mountain Resort description;info569@hotel.com;Ukraine;Odesa;Shevchenka;60;Single;2;125;257;2024-10-06;2024-10-11;confirmed;2;Good hotel;2024-10-06
Hilton;Hilton Grand Hotel;Grand Hotel description;info570@hotel.com;Ukraine;Dnipro;Shevchenka;15;Suite;1;280;234;2024-07-31;2024-08-07;pending;3;Good hotel;2024-07-31
Accor;Accor Sea View;Sea View description;info571@hotel.com;Ukraine;Dnipro;Shevchenka;24;Single;4;264;429;2024-01-21;2024-01-27;pending;3;Good hotel;2024-01-21
Hyatt;Hyatt Sea View;Sea View description;info572@hotel.com;Ukraine;Odesa;Shevchenka;66;Double;1;82;306;2024-10-15;2024-10-17;checked-out;3;Good hotel;2024-10-15
Marriott;Marriott Sea View;Sea View description;info573@hotel.com;Ukraine;Lviv;Shevchenka;34;Double;4;236;474;2024-12-08;2024-12-15;checked-out;3;Good hotel;2024-12-08
Hyatt;Hyatt Sea View;Sea View description;info574@hotel.com;Ukraine;Lviv;Shevchenka;26;Single;3;100;220;2024-10-02;2024-10-06;pending;3;Good hotel;2024-10-02
Marriott;Marriott Sea View;Sea View description;info575@hotel.com;Ukraine;Odesa;Shevchenka;69;Double;1;199;265;2024-12-26;2025-01-02;pending;2;Good hotel;2024-12-26
Hyatt;Hyatt City Inn;City Inn description;info576@hotel.com;Ukraine;Lviv;Shevchenka;36;Double;2;191;295;2024-05-28;2024-06-01;pending;1;Good hotel;2024-05-28
Hilton;Hilton Sea View;Sea View description;info577@hotel.com;Ukraine;Kyiv;Shevchenka;36;Single;1;99;383;2024-10-02;2024-10-08;pending;2;Good hotel;2024-10-02
Radisson;Radisson Mountain Resort;Mountain Resort description;info578@hotel.com;Ukraine;Lviv;Shevchenka;11;Suite;2;300;360;2024-08-28;2024-08-29;checked-out;2;Good hotel;2024-08-28
Radisson;Radisson Grand Hotel;Grand Hotel description;info579@hotel.com;Ukraine;Odesa;Shevchenka;63;Single;4;115;415;2024-06-24;2024-07-01;confirmed;1;Good hotel;2024-06-24
Accor;Accor City Inn;City Inn description;info580@hotel.com;Ukraine;Kyiv;Shevchenka;77;Double;3;252;339;2024-02-18;2024-02-21;pending;3;Good hotel;2024-02-18
