id;chain_name;hotel_name;description;email;country;city;street;number;room_type;capacity;price;room_number;checkin;checkout;status;rating;comment;review_date
428;Hilton;Hilton Grand Hotel;Grand Hotel description;info428@hotel.com;Ukraine;Lviv;Shevchenka;99;Double;4;196;212;2024-04-16;2024-04-21;checked-out;1;Good hotel;2024-04-16
429;Hilton;Hilton Grand Hotel;Grand Hotel description;info429@hotel.com;Ukraine;Kyiv;Shevchenka;65;Suite;2;262;322;2024-01-10;2024-01-13;confirmed;5;Good hotel;2024-01-10
430;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info430@hotel.com;Ukraine;Odesa;Shevchenka;49;Single;3;200;280;2024-07-21;2024-07-25;checked-out;3;Good hotel;2024-07-21
431;Hyatt;Hyatt Sea View;Sea View description;info431@hotel.com;Ukraine;Odesa;Shevchenka;100;Single;3;164;495;2024-07-08;2024-07-09;checked-in;3;Good hotel;2024-07-08
432;Marriott;Marriott Grand Hotel;Grand Hotel description;info432@hotel.com;Ukraine;Lviv;Shevchenka;26;Suite;2;115;90;2024-05-10;2024-05-12;confirmed;4;Good hotel;2024-05-10
433;Accor;Accor Sea View;Sea View description;info433@hotel.com;Ukraine;Lviv;Shevchenka;67;Suite;3;218;421;2024-07-16;2024-07-17;pending;1;Good hotel;2024-07-16
434;Marriott;Marriott Mountain Resort;Mountain Resort description;info434@hotel.com;Ukraine;Lviv;Shevchenka;55;Double;4;144;172;2024-04-29;2024-05-05;pending;2;Good hotel;2024-04-29
435;Marriott;Marriott Sea View;Sea View description;info435@hotel.com;Ukraine;Lviv;Shevchenka;31;Suite;4;209;212;2024-05-22;2024-05-25;pending;2;Good hotel;2024-05-22
436;Hyatt;Hyatt Sea View;Sea View description;info436@hotel.com;Ukraine;Lviv;Shevchenka;35;Suite;4;86;300;2024-05-27;2024-06-03;checked-in;5;Good hotel;2024-05-27
437;Hyatt;Hyatt City Inn;City Inn description;info437@hotel.com;Ukraine;Odesa;Shevchenka;42;Suite;3;79;92;2024-11-28;2024-12-02;checked-out;3;Good hotel;2024-11-28
438;Accor;Accor Sea View;Sea View description;info438@hotel.com;Ukraine;Kyiv;Shevchenka;38;Double;1;68;295;2024-10-29;2024-11-03;checked-out;2;Good hotel;2024-10-29
439;Marriott;Marriott Sea View;Sea View description;info439@hotel.com;Ukraine;Odesa;Shevchenka;23;Suite;1;231;140;2024-03-26;2024-03-27;confirmed;3;Good hotel;2024-03-26
440;Hilton;Hilton Sea View;Sea View description;info440@hotel.com;Ukraine;Dnipro;Shevchenka;44;Suite;3;133;168;2024-03-10;2024-03-17;checked-in;1;Good hotel;2024-03-10
441;Hyatt;Hyatt Sea View;Sea View description;info441@hotel.com;Ukraine;Dnipro;Shevchenka;62;Suite;3;253;69;2024-07-12;2024-07-16;checked-out;4;Good hotel;2024-07-12
442;Radisson;Radisson Mountain Resort;Mountain Resort description;info442@hotel.com;Ukraine;Dnipro;Shevchenka;53;Single;3;258;285;2024-08-11;2024-08-17;pending;5;Good hotel;2024-08-11
443;Accor;Accor Mountain Resort;Mountain Resort description;info443@hotel.com;Ukraine;Odesa;Shevchenka;32;Suite;2;129;272;2024-02-05;2024-02-12;pending;1;Good hotel;2024-02-05
444;Marriott;Marriott City Inn;City Inn description;info444@hotel.com;Ukraine;Lviv;Shevchenka;88;Suite;4;52;321;2024-06-27;2024-07-02;checked-out;3;Good hotel;2024-06-27
445;Accor;Accor Sea View;Sea View description;info445@hotel.com;Ukraine;Odesa;Shevchenka;45;Suite;4;264;365;2024-06-16;2024-06-19;pending;4;Good hotel;2024-06-16
446;Accor;Accor Mountain Resort;Mountain Resort description;info446@hotel.com;Ukraine;Odesa;Shevchenka;25;Suite;4;129;273;2024-07-03;2024-07-08;pending;3;Good hotel;2024-07-03
447;Accor;Accor City Inn;City Inn description;info447@hotel.com;Ukraine;Dnipro;Shevchenka;49;Suite;4;264;94;2024-01-05;2024-01-11;checked-in;1;Good hotel;2024-01-05
448;Accor;Accor City Inn;City Inn description;info448@hotel.com;Ukraine;Kyiv;Shevchenka;26;Suite;3;101;89;2024-12-08;2024-12-09;checked-in;2;Good hotel;2024-12-08
449;Accor;Accor Sea View;Sea View description;info449@hotel.com;Ukraine;Dnipro;Shevchenka;71;Single;4;91;267;2024-06-20;2024-06-24;pending;4;Good hotel;2024-06-20
450;Marriott;Marriott Grand Hotel;Grand Hotel description;info450@hotel.com;Ukraine;Kyiv;Shevchenka;15;Suite;1;109;318;2024-06-30;2024-07-07;checked-out;2;Good hotel;2024-06-30
451;Hilton;Hilton Mountain Resort;Mountain Resort description;info451@hotel.com;Ukraine;Kyiv;Shevchenka;90;Single;3;196;30;2024-12-04;2024-12-08;checked-out;5;Good hotel;2024-12-04
452;Marriott;Marriott Sea View;Sea View description;info452@hotel.com;Ukraine;Lviv;Shevchenka;93;Suite;1;84;361;2024-02-03;2024-02-09;checked-in;3;Good hotel;2024-02-03
453;Accor;Accor Sea View;Sea View description;info453@hotel.com;Ukraine;Kyiv;Shevchenka;7;Suite;2;89;40;2024-09-03;2024-09-04;checked-out;1;Good hotel;2024-09-03
454;Hilton;Hilton Mountain Resort;Mountain Resort description;info454@hotel.com;Ukraine;Kyiv;Shevchenka;73;Single;1;276;390;2024-11-16;2024-11-17;checked-in;1;Good hotel;2024-11-16
455;Radisson;Radisson City Inn;City Inn description;info455@hotel.com;Ukraine;Dnipro;Shevchenka;12;Suite;2;212;30;2024-12-23;2024-12-24;pending;1;Good hotel;2024-12-23
456;Marriott;Marriott Mountain Resort;Mountain Resort description;info456@hotel.com;Ukraine;Kyiv;Shevchenka;25;Suite;1;296;199;2024-09-22;2024-09-26;checked-in;1;Good hotel;2024-09-22
457;Accor;Accor Grand Hotel;Grand Hotel description;info457@hotel.com;Ukraine;Kyiv;Shevchenka;38;Double;3;57;48;2024-10-14;2024-10-15;checked-in;3;Good hotel;2024-10-14
458;Marriott;Marriott Grand Hotel;Grand Hotel description;info458@hotel.com;Ukraine;Lviv;Shevchenka;16;Single;3;158;247;2024-10-10;2024-10-11;checked-out;2;Good hotel;2024-10-10
459;Hilton;Hilton City Inn;City Inn description;info459@hotel.com;Ukraine;Odesa;Shevchenka;95;Single;2;230;323;2024-06-14;2024-06-21;pending;1;Good hotel;2024-06-14
460;Marriott;Marriott Mountain Resort;Mountain Resort description;info460@hotel.com;Ukraine;Kyiv;Shevchenka;51;Single;3;175;282;2024-09-01;2024-09-03;checked-out;4;Good hotel;2024-09-01
461;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info461@hotel.com;Ukraine;Dnipro;Shevchenka;54;Suite;2;51;491;2024-09-07;2024-09-11;checked-out;4;Good hotel;2024-09-07
462;Accor;Accor City Inn;City Inn description;info462@hotel.com;Ukraine;Odesa;Shevchenka;73;Single;4;290;16;2024-10-26;2024-10-29;confirmed;1;Good hotel;2024-10-26
463;Hilton;Hilton City Inn;City Inn description;info463@hotel.com;Ukraine;Kyiv;Shevchenka;98;Single;2;277;157;2024-09-09;2024-09-12;pending;2;Good hotel;2024-09-09
464;Accor;Accor Grand Hotel;Grand Hotel description;info464@hotel.com;Ukraine;Lviv;Shevchenka;97;Suite;2;99;349;2024-05-14;2024-05-21;checked-out;5;Good hotel;2024-05-14
465;Accor;Accor Mountain Resort;Mountain Resort description;info465@hotel.com;Ukraine;Odesa;Shevchenka;93;Double;4;142;219;2024-02-04;2024-02-08;confirmed;4;Good hotel;2024-02-04
466;Accor;Accor Grand Hotel;Grand Hotel description;info466@hotel.com;Ukraine;Kyiv;Shevchenka;58;Double;1;285;45;2024-05-03;2024-05-08;pending;2;Good hotel;2024-05-03
467;Marriott;Marriott City Inn;City Inn description;info467@hotel.com;Ukraine;Odesa;Shevchenka;75;Double;3;119;178;2024-11-26;2024-12-03;checked-in;4;Good hotel;2024-11-26
468;Accor;Accor Sea View;Sea View description;info468@hotel.com;Ukraine;Lviv;Shevchenka;95;Single;4;125;391;2024-02-26;2024-03-01;pending;3;Good hotel;2024-02-26
469;Accor;Accor Sea View;Sea View description;info469@hotel.com;Ukraine;Dnipro;Shevchenka;46;Suite;1;84;164;2024-05-29;2024-05-31;pending;1;Good hotel;2024-05-29
470;Hilton;Hilton Mountain Resort;Mountain Resort description;info470@hotel.com;Ukraine;Lviv;Shevchenka;95;Suite;4;62;21;2024-07-13;2024-07-18;checked-in;2;Good hotel;2024-07-13
471;Hyatt;Hyatt City Inn;City Inn description;info471@hotel.com;Ukraine;Kyiv;Shevchenka;6;Single;4;111;54;2024-05-07;2024-05-12;confirmed;4;Good hotel;2024-05-07
472;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info472@hotel.com;Ukraine;Odesa;Shevchenka;3;Single;1;210;377;2024-11-03;2024-11-04;confirmed;2;Good hotel;2024-11-03
473;Marriott;Marriott Grand Hotel;Grand Hotel description;info473@hotel.com;Ukraine;Odesa;Shevchenka;60;Single;3;296;418;2024-10-25;2024-11-01;checked-in;2;Good hotel;2024-10-25
474;Accor;Accor Sea View;Sea View description;info474@hotel.com;Ukraine;Odesa;Shevchenka;42;Double;4;134;396;2024-09-02;2024-09-06;checked-in;5;Good hotel;2024-09-02
475;Hyatt;Hyatt Sea View;Sea View description;info475@hotel.com;Ukraine;Kyiv;Shevchenka;77;Single;3;283;242;2024-11-12;2024-11-14;confirmed;4;Good hotel;2024-11-12
476;Accor;Accor Grand Hotel;Grand Hotel description;info476@hotel.com;Ukraine;Kyiv;Shevchenka;87;Single;2;258;441;2024-12-16;2024-12-18;checked-out;5;Good hotel;2024-12-16
477;Marriott;Marriott Sea View;Sea View description;info477@hotel.com;Ukraine;Lviv;Shevchenka;40;Double;3;56;315;2024-11-20;2024-11-21;checked-out;4;Good hotel;2024-11-20
478;Hilton;Hilton Mountain Resort;Mountain Resort description;info478@hotel.com;Ukraine;Dnipro;Shevchenka;56;Single;3;78;57;2024-03-11;2024-03-12;checked-in;3;Good hotel;2024-03-11
479;Hyatt;Hyatt Sea View;Sea View description;info479@hotel.com;Ukraine;Kyiv;Shevchenka;71;Single;2;77;163;2024-11-16;2024-11-21;pending;3;Good hotel;2024-11-16
480;Marriott;Marriott Grand Hotel;Grand Hotel description;info480@hotel.com;Ukraine;Odesa;Shevchenka;40;Suite;4;224;235;2024-01-06;2024-01-09;checked-in;5;Good hotel;2024-01-06
481;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info481@hotel.com;Ukraine;Lviv;Shevchenka;24;Suite;1;141;135;2024-09-03;2024-09-06;checked-out;1;Good hotel;2024-09-03
482;Marriott;Marriott City Inn;City Inn description;info482@hotel.com;Ukraine;Odesa;Shevchenka;82;Single;4;243;137;2024-09-14;2024-09-21;checked-out;1;Good hotel;2024-09-14
483;Radisson;Radisson Grand Hotel;Grand Hotel description;info483@hotel.com;Ukraine;Kyiv;Shevchenka;20;Suite;3;91;354;2024-09-02;2024-09-05;checked-in;4;Good hotel;2024-09-02
484;Hyatt;Hyatt Sea View;Sea View description;info484@hotel.com;Ukraine;Kyiv;Shevchenka;20;Suite;4;201;268;2024-09-19;2024-09-25;pending;5;Good hotel;2024-09-19
485;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info485@hotel.com;Ukraine;Dnipro;Shevchenka;19;Double;4;248;427;2024-04-15;2024-04-19;checked-in;4;Good hotel;2024-04-15
486;Hyatt;Hyatt City Inn;City Inn description;info486@hotel.com;Ukraine;Lviv;Shevchenka;80;Single;1;157;3;2024-12-13;2024-12-17;checked-in;3;Good hotel;2024-12-13
487;Marriott;Marriott City Inn;City Inn description;info487@hotel.com;Ukraine;Odesa;Shevchenka;8;Double;3;97;86;2024-07-11;2024-07-15;checked-out;2;Good hotel;2024-07-11
488;Accor;Accor Grand Hotel;Grand Hotel description;info488@hotel.com;Ukraine;Odesa;Shevchenka;75;Single;4;138;122;2024-04-03;2024-04-06;pending;1;Good hotel;2024-04-03
489;Hyatt;Hyatt City Inn;City Inn description;info489@hotel.com;Ukraine;Dnipro;Shevchenka;89;Suite;2;179;170;2024-01-27;2024-02-03;checked-out;2;Good hotel;2024-01-27
490;Hilton;Hilton Mountain Resort;Mountain Resort description;info490@hotel.com;Ukraine;Dnipro;Shevchenka;7;Single;4;136;186;2024-08-14;2024-08-20;pending;2;Good hotel;2024-08-14
491;Accor;Accor City Inn;City Inn description;info491@hotel.com;Ukraine;Odesa;Shevchenka;7;Double;4;113;217;2024-02-09;2024-02-15;pending;4;Good hotel;2024-02-09
492;Hilton;Hilton Sea View;Sea View description;info492@hotel.com;Ukraine;Lviv;Shevchenka;60;Suite;1;276;203;2024-10-27;2024-10-28;checked-out;1;Good hotel;2024-10-27
493;Hilton;Hilton Grand Hotel;Grand Hotel description;info493@hotel.com;Ukraine;Dnipro;Shevchenka;60;Suite;2;238;384;2024-09-02;2024-09-07;checked-out;4;Good hotel;2024-09-02
494;Marriott;Marriott Grand Hotel;Grand Hotel description;info494@hotel.com;Ukraine;Odesa;Shevchenka;55;Suite;1;157;229;2024-04-22;2024-04-26;checked-out;4;Good hotel;2024-04-22
495;Radisson;Radisson Sea View;Sea View description;info495@hotel.com;Ukraine;Odesa;Shevchenka;73;Suite;1;225;381;2024-05-18;2024-05-21;checked-in;4;Good hotel;2024-05-18
496;Hilton;Hilton Sea View;Sea View description;info496@hotel.com;Ukraine;Dnipro;Shevchenka;99;Double;3;240;137;2024-07-27;2024-07-28;checked-in;2;Good hotel;2024-07-27
497;Accor;Accor Grand Hotel;Grand Hotel description;info497@hotel.com;Ukraine;Lviv;Shevchenka;88;Single;3;262;140;2024-05-31;2024-06-06;checked-out;4;Good hotel;2024-05-31
498;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info498@hotel.com;Ukraine;Kyiv;Shevchenka;4;Single;2;245;165;2024-03-23;2024-03-24;checked-in;1;Good hotel;2024-03-23
499;Radisson;Radisson Mountain Resort;Mountain Resort description;info499@hotel.com;Ukraine;Lviv;Shevchenka;75;Suite;4;286;147;2024-01-07;2024-01-08;confirmed;3;Good hotel;2024-01-07
500;Hilton;Hilton Sea View;Sea View description;info500@hotel.com;Ukraine;Odesa;Shevchenka;48;Single;1;65;11;2024-12-05;2024-12-08;checked-in;2;Good hotel;2024-12-05
501;Radisson;Radisson Grand Hotel;Grand Hotel description;info501@hotel.com;Ukraine;Lviv;Shevchenka;77;Double;4;118;23;2024-02-09;2024-02-12;pending;5;Good hotel;2024-02-09
502;Hilton;Hilton City Inn;City Inn description;info502@hotel.com;Ukraine;Kyiv;Shevchenka;22;Double;3;172;2;2024-10-19;2024-10-25;confirmed;1;Good hotel;2024-10-19
503;Radisson;Radisson Grand Hotel;Grand Hotel description;info503@hotel.com;Ukraine;Dnipro;Shevchenka;85;Double;4;205;361;2024-08-31;2024-09-07;checked-in;2;Good hotel;2024-08-31
504;Marriott;Marriott Sea View;Sea View description;info504@hotel.com;Ukraine;Lviv;Shevchenka;100;Double;2;83;235;2024-06-19;2024-06-21;confirmed;3;Good hotel;2024-06-19
505;Radisson;Radisson Mountain Resort;Mountain Resort description;info505@hotel.com;Ukraine;Dnipro;Shevchenka;93;Suite;1;251;79;2024-09-28;2024-09-30;pending;4;Good hotel;2024-09-28
506;Marriott;Marriott Mountain Resort;Mountain Resort description;info506@hotel.com;Ukraine;Odesa;Shevchenka;36;Suite;1;218;74;2024-03-22;2024-03-25;checked-in;2;Good hotel;2024-03-22
507;Marriott;Marriott Grand Hotel;Grand Hotel description;info507@hotel.com;Ukraine;Odesa;Shevchenka;30;Double;1;261;134;2024-06-13;2024-06-16;pending;3;Good hotel;2024-06-13
508;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info508@hotel.com;Ukraine;Dnipro;Shevchenka;11;Suite;3;142;215;2024-02-26;2024-02-28;checked-out;5;Good hotel;2024-02-26
509;Hilton;Hilton City Inn;City Inn description;info509@hotel.com;Ukraine;Lviv;Shevchenka;76;Double;2;86;271;2024-04-11;2024-04-15;pending;1;Good hotel;2024-04-11
510;Accor;Accor Mountain Resort;Mountain Resort description;info510@hotel.com;Ukraine;Lviv;Shevchenka;49;Suite;3;56;259;2024-07-07;2024-07-12;checked-out;5;Good hotel;2024-07-07
511;Marriott;Marriott Grand Hotel;Grand Hotel description;info511@hotel.com;Ukraine;Kyiv;Shevchenka;5;Suite;4;163;192;2024-02-24;2024-03-02;checked-out;1;Good hotel;2024-02-24
512;Radisson;Radisson Sea View;Sea View description;info512@hotel.com;Ukraine;Kyiv;Shevchenka;48;Suite;2;80;213;2024-02-29;2024-03-03;pending;3;Good hotel;2024-02-29
513;Hilton;Hilton Mountain Resort;Mountain Resort description;info513@hotel.com;Ukraine;Dnipro;Shevchenka;70;Double;3;259;43;2024-03-11;2024-03-17;confirmed;4;Good hotel;2024-03-11
514;Marriott;Marriott Mountain Resort;Mountain Resort description;info514@hotel.com;Ukraine;Dnipro;Shevchenka;54;Double;2;265;278;2024-05-03;2024-05-05;checked-out;2;Good hotel;2024-05-03
515;Accor;Accor City Inn;City Inn description;info515@hotel.com;Ukraine;Dnipro;Shevchenka;89;Double;2;183;314;2024-05-27;2024-05-29;checked-in;2;Good hotel;2024-05-27
516;Marriott;Marriott Mountain Resort;Mountain Resort description;info516@hotel.com;Ukraine;Kyiv;Shevchenka;78;Double;2;88;311;2024-08-15;2024-08-19;pending;4;Good hotel;2024-08-15
517;Accor;Accor City Inn;City Inn description;info517@hotel.com;Ukraine;Lviv;Shevchenka;52;Suite;1;50;67;2024-06-23;2024-06-25;checked-out;1;Good hotel;2024-06-23
518;Accor;Accor City Inn;City Inn description;info518@hotel.com;Ukraine;Odesa;Shevchenka;34;Suite;3;164;279;2024-11-12;2024-11-16;pending;3;Good hotel;2024-11-12
519;Accor;Accor Grand Hotel;Grand Hotel description;info519@hotel.com;Ukraine;Kyiv;Shevchenka;74;Suite;2;100;255;2024-04-21;2024-04-24;checked-in;3;Good hotel;2024-04-21
520;Hyatt;Hyatt Sea View;Sea View description;info520@hotel.com;Ukraine;Odesa;Shevchenka;26;Single;3;258;377;2024-11-02;2024-11-05;confirmed;3;Good hotel;2024-11-02
521;Marriott;Marriott Mountain Resort;Mountain Resort description;info521@hotel.com;Ukraine;Lviv;Shevchenka;37;Single;1;255;151;2024-02-28;2024-03-01;pending;3;Good hotel;2024-02-28
522;Accor;Accor Grand Hotel;Grand Hotel description;info522@hotel.com;Ukraine;Kyiv;Shevchenka;26;Single;1;176;220;2024-09-25;2024-09-29;pending;1;Good hotel;2024-09-25
523;Hyatt;Hyatt City Inn;City Inn description;info523@hotel.com;Ukraine;Lviv;Shevchenka;59;Suite;1;158;105;2024-04-14;2024-04-19;checked-out;1;Good hotel;2024-04-14
524;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info524@hotel.com;Ukraine;Lviv;Shevchenka;52;Suite;2;199;70;2024-02-25;2024-03-02;checked-in;1;Good hotel;2024-02-25
525;Accor;Accor Mountain Resort;Mountain Resort description;info525@hotel.com;Ukraine;Lviv;Shevchenka;11;Suite;3;290;472;2024-01-05;2024-01-07;checked-in;5;Good hotel;2024-01-05
526;Accor;Accor Grand Hotel;Grand Hotel description;info526@hotel.com;Ukraine;Kyiv;Shevchenka;61;Single;2;161;21;2024-06-22;2024-06-29;pending;1;Good hotel;2024-06-22
527;Hyatt;Hyatt City Inn;City Inn description;info527@hotel.com;Ukraine;Dnipro;Shevchenka;39;Double;2;85;274;2024-08-26;2024-08-28;checked-in;5;Good hotel;2024-08-26
528;Radisson;Radisson Mountain Resort;Mountain Resort description;info528@hotel.com;Ukraine;Odesa;Shevchenka;6;Single;2;203;187;2024-09-17;2024-09-20;checked-in;2;Good hotel;2024-09-17
529;Hyatt;Hyatt City Inn;City Inn description;info529@hotel.com;Ukraine;Odesa;Shevchenka;13;Single;3;214;369;2024-11-28;2024-12-03;confirmed;1;Good hotel;2024-11-28
530;Accor;Accor Mountain Resort;Mountain Resort description;info530@hotel.com;Ukraine;Lviv;Shevchenka;3;Suite;4;155;271;2024-11-04;2024-11-06;checked-in;1;Good hotel;2024-11-04
531;Marriott;Marriott City Inn;City Inn description;info531@hotel.com;Ukraine;Kyiv;Shevchenka;87;Double;3;95;111;2024-05-16;2024-05-21;pending;3;Good hotel;2024-05-16
532;Marriott;Marriott City Inn;City Inn description;info532@hotel.com;Ukraine;Dnipro;Shevchenka;29;Suite;4;278;467;2024-07-09;2024-07-12;pending;3;Good hotel;2024-07-09
533;Radisson;Radisson City Inn;City Inn description;info533@hotel.com;Ukraine;Odesa;Shevchenka;31;Suite;2;126;162;2024-11-30;2024-12-01;checked-out;4;Good hotel;2024-11-30
534;Accor;Accor City Inn;City Inn description;info534@hotel.com;Ukraine;Odesa;Shevchenka;59;Suite;1;159;124;2024-10-18;2024-10-20;checked-out;5;Good hotel;2024-10-18
535;Accor;Accor City Inn;City Inn description;info535@hotel.com;Ukraine;Kyiv;Shevchenka;75;Single;4;118;229;2024-03-28;2024-03-31;checked-in;5;Good hotel;2024-03-28
536;Hilton;Hilton City Inn;City Inn description;info536@hotel.com;Ukraine;Odesa;Shevchenka;31;Single;4;140;28;2024-09-06;2024-09-09;pending;4;Good hotel;2024-09-06
537;Accor;Accor Mountain Resort;Mountain Resort description;info537@hotel.com;Ukraine;Dnipro;Shevchenka;20;Suite;2;240;310;2024-01-27;2024-01-31;confirmed;3;Good hotel;2024-01-27
538;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info538@hotel.com;Ukraine;Kyiv;Shevchenka;26;Suite;4;110;307;2024-08-15;2024-08-19;pending;2;Good hotel;2024-08-15
539;Hilton;Hilton Grand Hotel;Grand Hotel description;info539@hotel.com;Ukraine;Odesa;Shevchenka;32;Double;1;135;407;2024-11-25;2024-11-26;checked-out;1;Good hotel;2024-11-25
540;Accor;Accor Mountain Resort;Mountain Resort description;info540@hotel.com;Ukraine;Lviv;Shevchenka;28;Single;4;264;92;2024-03-31;2024-04-07;checked-in;3;Good hotel;2024-03-31
541;Marriott;Marriott Mountain Resort;Mountain Resort description;info541@hotel.com;Ukraine;Odesa;Shevchenka;30;Double;2;227;303;2024-09-11;2024-09-14;pending;5;Good hotel;2024-09-11
542;Hilton;Hilton Sea View;Sea View description;info542@hotel.com;Ukraine;Lviv;Shevchenka;70;Double;4;217;445;2024-01-29;2024-02-05;pending;4;Good hotel;2024-01-29
543;Marriott;Marriott City Inn;City Inn description;info543@hotel.com;Ukraine;Kyiv;Shevchenka;46;Suite;2;282;459;2024-08-22;2024-08-23;checked-in;4;Good hotel;2024-08-22
544;Hilton;Hilton Mountain Resort;Mountain Resort description;info544@hotel.com;Ukraine;Dnipro;Shevchenka;35;Single;4;298;373;2024-09-18;2024-09-23;confirmed;3;Good hotel;2024-09-18
545;Radisson;Radisson Grand Hotel;Grand Hotel description;info545@hotel.com;Ukraine;Kyiv;Shevchenka;88;Single;1;80;305;2024-10-04;2024-10-10;pending;1;Good hotel;2024-10-04
546;Accor;Accor Mountain Resort;Mountain Resort description;info546@hotel.com;Ukraine;Lviv;Shevchenka;71;Single;4;150;323;2024-03-18;2024-03-20;checked-out;3;Good hotel;2024-03-18
547;Accor;Accor Grand Hotel;Grand Hotel description;info547@hotel.com;Ukraine;Kyiv;Shevchenka;76;Double;3;152;261;2024-07-22;2024-07-28;pending;1;Good hotel;2024-07-22
548;Accor;Accor Grand Hotel;Grand Hotel description;info548@hotel.com;Ukraine;Kyiv;Shevchenka;52;Double;3;263;114;2024-04-06;2024-04-10;pending;2;Good hotel;2024-04-06
549;Hyatt;Hyatt Mountain Resort;Mountain Resort description;info549@hotel.com;Ukraine;Lviv;Shevchenka;97;Suite;3;103;292;2024-04-04;2024-04-11;confirmed;2;Good hotel;2024-04-04
550;Hyatt;Hyatt Sea View;Sea View description;info550@hotel.com;Ukraine;Lviv;Shevchenka;25;Single;3;68;464;2024-06-05;2024-06-12;checked-in;5;Good hotel;2024-06-05
551;Hilton;Hilton Grand Hotel;Grand Hotel description;info551@hotel.com;Ukraine;Odesa;Shevchenka;94;Double;3;99;484;2024-02-03;2024-02-08;checked-out;5;Good hotel;2024-02-03
552;Marriott;Marriott City Inn;City Inn description;info552@hotel.com;Ukraine;Kyiv;Shevchenka;10;Double;1;217;182;2024-06-25;2024-06-29;pending;3;Good hotel;2024-06-25
553;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info553@hotel.com;Ukraine;Kyiv;Shevchenka;38;Double;2;70;86;2024-03-27;2024-03-31;checked-in;1;Good hotel;2024-03-27
554;Hyatt;Hyatt Grand Hotel;Grand Hotel description;info554@hotel.com;Ukraine;Odesa;Shevchenka;58;Suite;4;266;30;2024-07-17;2024-07-19;checked-out;2;Good hotel;2024-07-17
555;Accor;Accor Sea View;Sea View description;info555@hotel.com;Ukraine;Lviv;Shevchenka;97;Single;4;81;479;2024-07-24;2024-07-29;pending;1;Good hotel;2024-07-24
556;Accor;Accor City Inn;City Inn description;info556@hotel.com;Ukraine;Odesa;Shevchenka;47;Suite;2;288;122;2024-11-12;2024-11-15;checked-in;1;Good hotel;2024-11-12
557;Marriott;Marriott Grand Hotel;Grand Hotel description;info557@hotel.com;Ukraine;Kyiv;Shevchenka;96;Suite;2;216;224;2024-12-10;2024-12-16;confirmed;3;Good hotel;2024-12-10
558;Radisson;Radisson Mountain Resort;Mountain Resort description;info558@hotel.com;Ukraine;Dnipro;Shevchenka;20;Double;1;108;100;2024-11-03;2024-11-08;checked-in;4;Good hotel;2024-11-03
559;Hyatt;Hyatt City Inn;City Inn description;info559@hotel.com;Ukraine;Dnipro;Shevchenka;12;Suite;1;176;276;2024-08-22;2024-08-24;pending;3;Good hotel;2024-08-22
560;Hilton;Hilton Grand Hotel;Grand Hotel description;info560@hotel.com;Ukraine;Kyiv;Shevchenka;34;Single;3;128;1;2024-04-03;2024-04-04;confirmed;1;Good hotel;2024-04-03
561;Marriott;Marriott Mountain Resort;Mountain Resort description;info561@hotel.com;Ukraine;Odesa;Shevchenka;23;Single;3;172;389;2024-12-02;2024-12-03;checked-in;4;Good hotel;2024-12-02
562;Accor;Accor City Inn;City Inn description;info562@hotel.com;Ukraine;Dnipro;Shevchenka;62;Double;3;298;22;2024-12-03;2024-12-09;checked-out;3;Good hotel;2024-12-03
563;Hyatt;Hyatt City Inn;City Inn description;info563@hotel.com;Ukraine;Dnipro;Shevchenka;87;Single;4;179;499;2024-12-27;2025-01-02;checked-out;5;Good hotel;2024-12-27
564;Marriott;Marriott Grand Hotel;Grand Hotel description;info564@hotel.com;Ukraine;Odesa;Shevchenka;69;Double;3;277;50;2024-03-28;2024-03-31;checked-in;2;Good hotel;2024-03-28
565;Marriott;Marriott Mountain Resort;Mountain Resort description;info565@hotel.com;Ukraine;Lviv;Shevchenka;40;Suite;1;62;401;2024-11-14;2024-11-17;pending;5;Good hotel;2024-11-14
566;Marriott;Marriott Grand Hotel;Grand Hotel description;info566@hotel.com;Ukraine;Kyiv;Shevchenka;2;Single;3;143;107;2024-06-02;2024-06-04;checked-in;5;Good hotel;2024-06-02
567;Marriott;Marriott Sea View;Sea View description;info567@hotel.com;Ukraine;Lviv;Shevchenka;1;Double;3;223;303;2024-01-23;2024-01-24;checked-in;4;Good hotel;2024-01-23
568;Hilton;Hilton Sea View;Sea View description;info568@hotel.com;Ukraine;Odesa;Shevchenka;24;Suite;1;264;145;2024-09-18;2024-09-20;confirmed;2;Good hotel;2024-09-18
569;Marriott;Marriott Grand Hotel;Grand Hotel description;info569@hotel.com;Ukraine;Lviv;Shevchenka;42;Suite;1;252;234;2024-03-29;2024-03-30;confirmed;3;Good hotel;2024-03-29
570;Accor;Accor City Inn;City Inn description;info570@hotel.com;Ukraine;Odesa;Shevchenka;35;Suite;1;171;375;2024-11-21;2024-11-25;checked-out;4;Good hotel;2024-11-21
